trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1708,False,"{'a': 0.9, 'e': 0.1810730804594627}",25,6,-33.73523981971445,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
1709,False,"{'a': 0.9, 'e': 0.18089200737900324}",25,14,21.305766125307734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.9, 'e': 0.1807111153716242}",20,16,8.52241383602023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.9, 'e': 0.1805304042562526}",20,11,15.891024923774204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.9, 'e': 0.18034987385199636}",20,7,19.549826007087965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.9, 'e': 0.18016952397814434}",35,16,28.585559212209407,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.9, 'e': 0.1799893544541662}",25,9,-26.651363435624393,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1715,False,"{'a': 0.9, 'e': 0.17980936509971204}",20,6,22.50395364887063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.9, 'e': 0.1796295557346123}",20,9,22.23881471893082,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.9, 'e': 0.1794499261788777}",30,7,14.164704534872262,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1718,False,"{'a': 0.9, 'e': 0.17927047625269885}",25,13,23.15423731458381,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.9, 'e': 0.17909120577644613}",25,13,11.374020676392522,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1720,False,"{'a': 0.9, 'e': 0.1789121145706697}",25,0,27.152823142617436,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1721,False,"{'a': 0.9, 'e': 0.17873320245609903}",20,8,10.765131760287701,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1722,False,"{'a': 0.9, 'e': 0.1785544692536429}",20,16,8.159214065515894,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.9, 'e': 0.17837591478438927}",20,7,10.852555345084175,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1724,False,"{'a': 0.9, 'e': 0.17819753886960488}",25,14,-34.803796930108476,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1725,False,"{'a': 0.9, 'e': 0.17801934133073527}",30,14,-8.998301431862275,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
1726,False,"{'a': 0.9, 'e': 0.17784132198940455}",25,18,8.542645335845117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.9, 'e': 0.17766348066741514}",20,4,8.3540453289503,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1728,False,"{'a': 0.9, 'e': 0.17748581718674772}",25,14,20.29078814889471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.9, 'e': 0.17730833136956098}",25,15,-10.745776196358705,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1730,False,"{'a': 0.9, 'e': 0.17713102303819142}",25,7,23.236039537793214,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.9, 'e': 0.17695389201515324}",25,15,-4.019850033810003,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1732,False,"{'a': 0.9, 'e': 0.17677693812313808}",30,13,-44.78477878296255,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1733,False,"{'a': 0.9, 'e': 0.17660016118501493}",20,5,25.59332415178308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.9, 'e': 0.17642356102382992}",20,10,15.561567675035585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.9, 'e': 0.1762471374628061}",25,17,14.840619537393714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.9, 'e': 0.1760708903253433}",25,11,25.364918778982656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.9, 'e': 0.17589481943501795}",25,14,16.286560884134467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.9, 'e': 0.17571892461558292}",20,3,20.01313912341733,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1739,False,"{'a': 0.9, 'e': 0.17554320569096735}",30,7,-6.602695747528724,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1740,False,"{'a': 0.9, 'e': 0.17536766248527638}",20,9,17.722338205291457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.9, 'e': 0.17519229482279108}",25,17,13.743377665300375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.9, 'e': 0.1750171025279683}",20,11,17.84362311709279,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.9, 'e': 0.17484208542544033}",20,0,-24.34013476759926,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1744,False,"{'a': 0.9, 'e': 0.17466724334001488}",25,16,2.5109139469367703,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1745,False,"{'a': 0.9, 'e': 0.17449257609667487}",30,12,8.801687324353338,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1746,False,"{'a': 0.9, 'e': 0.1743180835205782}",20,5,12.310771927761229,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1747,False,"{'a': 0.9, 'e': 0.17414376543705762}",20,10,1.440947381481945,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.9, 'e': 0.17396962167162056}",20,10,19.012809027888228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.9, 'e': 0.17379565204994896}",30,12,-14.220458561828252,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1750,False,"{'a': 0.9, 'e': 0.173621856397899}",25,2,-14.960423593088464,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
1751,False,"{'a': 0.9, 'e': 0.1734482345415011}",20,11,18.908671738101084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.9, 'e': 0.1732747863069596}",20,7,11.074995912510916,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1753,False,"{'a': 0.9, 'e': 0.17310151152065265}",25,17,-3.39664026876177,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1754,False,"{'a': 0.9, 'e': 0.17292841000913198}",20,11,17.50021904138733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.9, 'e': 0.17275548159912285}",25,7,31.476422118031017,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.9, 'e': 0.17258272611752373}",20,14,-1.815524487433245,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1757,False,"{'a': 0.9, 'e': 0.1724101433914062}",20,13,5.895792525560724,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.9, 'e': 0.1722377332480148}",20,6,-15.666864583501695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1759,False,"{'a': 0.9, 'e': 0.1720654955147668}",20,15,9.745187117394865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.9, 'e': 0.171893430019252}",30,19,6.449176505881078,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1761,False,"{'a': 0.9, 'e': 0.17172153658923275}",20,6,29.4945704895149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.9, 'e': 0.17154981505264352}",25,15,15.635001136913933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.9, 'e': 0.1713782652375909}",20,16,5.935045304634497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.9, 'e': 0.17120688697235328}",20,6,-21.95011901088319,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1765,False,"{'a': 0.9, 'e': 0.17103568008538095}",20,0,-4.733932506362004,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1766,False,"{'a': 0.9, 'e': 0.17086464440529556}",20,10,19.274514937443314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.9, 'e': 0.17069377976089026}",30,6,40.44401474442045,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.9, 'e': 0.1705230859811294}",25,15,9.78212660927929,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.9, 'e': 0.17035256289514825}",35,20,-15.846598548589824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1770,False,"{'a': 0.9, 'e': 0.1701822103322531}",20,8,22.5518869068951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.9, 'e': 0.17001202812192084}",35,10,-36.25455014166364,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",1
1772,False,"{'a': 0.9, 'e': 0.16984201609379893}",30,23,8.42604247009437,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.9, 'e': 0.16967217407770513}",20,5,11.516329469912849,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1774,False,"{'a': 0.9, 'e': 0.16950250190362742}",20,0,9.697246894762502,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1775,False,"{'a': 0.9, 'e': 0.1693329994017238}",30,13,-4.8218170213532545,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1776,False,"{'a': 0.9, 'e': 0.16916366640232205}",25,20,10.412314969067413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.9, 'e': 0.16899450273591973}",25,15,9.536215197830536,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.9, 'e': 0.16882550823318382}",35,13,13.777533077490647,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1779,False,"{'a': 0.9, 'e': 0.16865668272495063}",25,6,28.67990725558311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.9, 'e': 0.16848802604222568}",30,12,10.356846450680273,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1781,False,"{'a': 0.9, 'e': 0.16831953801618346}",20,5,17.180820211767045,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1782,False,"{'a': 0.9, 'e': 0.16815121847816727}",20,0,26.90568237688561,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.9, 'e': 0.16798306725968912}",25,11,26.616360556083812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.9, 'e': 0.16781508419242944}",20,0,33.412027028694105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1785,False,"{'a': 0.9, 'e': 0.167647269108237}",25,0,-32.8769483027072,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
1786,False,"{'a': 0.9, 'e': 0.16747962183912876}",20,0,-74.36090051374946,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1787,False,"{'a': 0.9, 'e': 0.16731214221728963}",20,13,-41.381660583284884,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1788,False,"{'a': 0.9, 'e': 0.16714483007507233}",20,10,6.867606131791446,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1789,False,"{'a': 0.9, 'e': 0.16697768524499726}",20,14,12.455517807640224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.9, 'e': 0.16681070755975227}",25,7,23.62640828888509,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.9, 'e': 0.16664389685219252}",25,10,21.030924805098593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.9, 'e': 0.16647725295534033}",20,0,14.18276480290842,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1793,False,"{'a': 0.9, 'e': 0.16631077570238498}",30,21,14.000946181727944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.9, 'e': 0.1661444649266826}",20,15,9.508359203480019,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.9, 'e': 0.16597832046175592}",25,1,-26.224703894961642,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
1796,False,"{'a': 0.9, 'e': 0.16581234214129417}",20,2,2.9113958544028953,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1797,False,"{'a': 0.9, 'e': 0.16564652979915287}",20,9,21.203593648750655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.9, 'e': 0.1654808832693537}",25,6,7.172863808613879,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1799,False,"{'a': 0.9, 'e': 0.16531540238608436}",30,0,10.711441735083042,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1800,False,"{'a': 0.9, 'e': 0.16515008698369826}",25,8,32.05508980095362,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.9, 'e': 0.16498493689671456}",25,13,22.54871242814538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.9, 'e': 0.16481995195981786}",25,4,36.24124252498288,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.9, 'e': 0.16465513200785806}",20,11,18.341061514099994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.9, 'e': 0.1644904768758502}",30,13,-58.6187084341691,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1805,False,"{'a': 0.9, 'e': 0.16432598639897433}",20,0,24.259865815357415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1806,False,"{'a': 0.9, 'e': 0.16416166041257535}",25,0,29.498463201218808,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1807,False,"{'a': 0.9, 'e': 0.16399749875216277}",25,11,25.65503615823797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.9, 'e': 0.16383350125341062}",35,19,20.78512629126007,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1809,False,"{'a': 0.9, 'e': 0.16366966775215722}",25,12,22.9893470859477,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.9, 'e': 0.16350599808440505}",20,9,21.827362071868304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.9, 'e': 0.16334249208632065}",20,2,-34.26693124850239,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
1812,False,"{'a': 0.9, 'e': 0.16317914959423432}",20,16,7.7340234293936785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.9, 'e': 0.16301597044464008}",20,13,11.047827426031645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.9, 'e': 0.16285295447419545}",25,13,-20.53227375164758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1815,False,"{'a': 0.9, 'e': 0.16269010151972127}",20,15,8.673583749670222,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.9, 'e': 0.16252741141820154}",20,4,-2.56730262260452,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1817,False,"{'a': 0.9, 'e': 0.16236488400678334}",20,0,30.09242801160181,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1818,False,"{'a': 0.9, 'e': 0.16220251912277656}",20,0,-11.766096837513636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1819,False,"{'a': 0.9, 'e': 0.16204031660365378}",20,12,10.0384676258704,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.9, 'e': 0.16187827628705012}",20,10,18.098130747560813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.9, 'e': 0.16171639801076307}",25,0,0.4195717052388239,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1822,False,"{'a': 0.9, 'e': 0.1615546816127523}",20,6,19.91369092017347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.9, 'e': 0.16139312693113955}",25,13,3.2543233005009564,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1824,False,"{'a': 0.9, 'e': 0.1612317338042084}",20,6,28.20436046411029,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.9, 'e': 0.16107050207040421}",30,8,29.460836050513254,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.9, 'e': 0.1609094315683338}",25,6,18.898929405927735,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1827,False,"{'a': 0.9, 'e': 0.16074852213676546}",20,4,-39.697166094717005,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1828,False,"{'a': 0.9, 'e': 0.1605877736146287}",25,18,10.178962977702152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.9, 'e': 0.16042718584101406}",20,10,19.35152339289633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.9, 'e': 0.16026675865517306}",25,7,7.015329551466291,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1831,False,"{'a': 0.9, 'e': 0.16010649189651788}",20,10,6.471942458932236,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.9, 'e': 0.15994638540462136}",20,15,11.629285617081354,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.9, 'e': 0.15978643901921674}",20,0,30.640406787325297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1834,False,"{'a': 0.9, 'e': 0.15962665258019754}",35,18,17.474316736170326,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1835,False,"{'a': 0.9, 'e': 0.15946702592761733}",25,13,15.11244874135239,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.9, 'e': 0.1593075589016897}",20,16,7.871431207661357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.9, 'e': 0.15914825134278804}",25,3,24.51660049255657,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1838,False,"{'a': 0.9, 'e': 0.15898910309144523}",20,14,12.95071153296962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.9, 'e': 0.15883011398835378}",25,0,10.381849286074067,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1840,False,"{'a': 0.9, 'e': 0.15867128387436544}",30,12,5.874167735020584,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1841,False,"{'a': 0.9, 'e': 0.15851261259049107}",20,6,8.937632134559264,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1842,False,"{'a': 0.9, 'e': 0.15835409997790056}",25,3,22.120129385911238,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.9, 'e': 0.15819574587792268}",25,11,12.734295733330201,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1844,False,"{'a': 0.9, 'e': 0.15803755013204476}",30,12,30.299680462163845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.9, 'e': 0.1578795125819127}",35,18,15.096828824563293,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1846,False,"{'a': 0.9, 'e': 0.1577216330693308}",30,17,25.19101721631392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.9, 'e': 0.15756391143626147}",30,17,24.239088010341874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.9, 'e': 0.1574063475248252}",30,3,32.864086496654075,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.9, 'e': 0.15724894117730037}",30,2,38.19956599652995,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.9, 'e': 0.15709169223612307}",25,11,10.966655045332828,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1851,False,"{'a': 0.9, 'e': 0.15693460054388697}",30,0,26.4968804208134,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1852,False,"{'a': 0.9, 'e': 0.15677766594334308}",30,20,19.060825605476385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.9, 'e': 0.15662088827739973}",20,0,19.52401777480486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1854,False,"{'a': 0.9, 'e': 0.15646426738912234}",20,0,11.430060954369477,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1855,False,"{'a': 0.9, 'e': 0.1563078031217332}",20,9,-2.626527253991795,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1856,False,"{'a': 0.9, 'e': 0.15615149531861147}",25,3,-12.406815986078527,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1857,False,"{'a': 0.9, 'e': 0.15599534382329286}",35,17,20.218747365885335,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1858,False,"{'a': 0.9, 'e': 0.15583934847946956}",20,8,18.91685428853665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.9, 'e': 0.1556835091309901}",30,17,22.981050420823994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.9, 'e': 0.1555278256218591}",20,8,18.9295787455993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.9, 'e': 0.15537229779623724}",20,4,-58.82831019710493,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
1862,False,"{'a': 0.9, 'e': 0.15521692549844102}",30,16,12.440479534172736,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.9, 'e': 0.15506170857294257}",30,16,-42.73566807211783,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1864,False,"{'a': 0.9, 'e': 0.1549066468643696}",20,10,-25.982167248974605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1865,False,"{'a': 0.9, 'e': 0.15475174021750526}",25,12,20.534329353983356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.9, 'e': 0.15459698847728776}",30,11,23.87727608378488,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.9, 'e': 0.15444239148881045}",30,20,7.907457534072589,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1868,False,"{'a': 0.9, 'e': 0.15428794909732166}",20,12,5.0467050320360425,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1869,False,"{'a': 0.9, 'e': 0.15413366114822433}",25,8,28.40234153236866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.9, 'e': 0.1539795274870761}",25,0,-9.282396041077384,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1871,False,"{'a': 0.9, 'e': 0.15382554795958903}",20,11,13.879047375525117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.9, 'e': 0.15367172241162944}",20,11,15.990475373041983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.9, 'e': 0.1535180506892178}",25,8,28.999272654222246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.9, 'e': 0.1533645326385286}",20,5,27.387957252036983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.9, 'e': 0.15321116810589006}",20,13,13.796656298542686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.9, 'e': 0.15305795693778418}",30,17,25.70402010634486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.9, 'e': 0.1529048989808464}",20,0,25.32425516573088,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1878,False,"{'a': 0.9, 'e': 0.15275199408186554}",20,1,-17.17524006579809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1879,False,"{'a': 0.9, 'e': 0.1525992420877837}",20,8,20.08068968809976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.9, 'e': 0.1524466428456959}",20,8,20.33691875259126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.9, 'e': 0.1522941962028502}",25,7,34.86651625945563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.9, 'e': 0.15214190200664734}",20,7,9.050166202027823,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1883,False,"{'a': 0.9, 'e': 0.1519897601046407}",30,18,23.268716135471095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.9, 'e': 0.15183777034453605}",25,11,7.881862526746799,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1885,False,"{'a': 0.9, 'e': 0.15168593257419152}",20,13,13.397761888233589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.9, 'e': 0.15153424664161733}",20,0,12.958400432662756,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1887,False,"{'a': 0.9, 'e': 0.15138271239497572}",30,0,-24.20394727039359,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
1888,False,"{'a': 0.9, 'e': 0.15123132968258074}",25,3,31.57679308686979,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.9, 'e': 0.15108009835289815}",20,12,12.993853230683632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.9, 'e': 0.15092901825454527}",20,11,17.805667427484572,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
